ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
1,102000,Jacksonville State University,Jacksonville,AL,43738,250000,Monetary Gift,CHINA,
2,104700,Troy University,Troy,AL,43592,463657,Contract,CHINA,Confucius Institute Headquarters
3,105100,University of Alabama,Tuscaloosa,AL,43466,3649107,Contract,ENGLAND,Springer Nature Customer Service Ce
4,105100,University of Alabama,Tuscaloosa,AL,43472,1000,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
5,105100,University of Alabama,Tuscaloosa,AL,43479,49476,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
6,105100,University of Alabama,Tuscaloosa,AL,43501,30231,Contract,KUWAIT,Kuwait-Embassy of the State
7,105100,University of Alabama,Tuscaloosa,AL,43507,30162,Contract,KUWAIT,Kuwait-Embassy of the State
8,105100,University of Alabama,Tuscaloosa,AL,43517,200,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
9,105100,University of Alabama,Tuscaloosa,AL,43529,5136,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
10,105100,University of Alabama,Tuscaloosa,AL,43531,57049,Contract,JAPAN,Kansai Gaidai University (KGU)
11,105100,University of Alabama,Tuscaloosa,AL,43542,57778,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
12,105100,University of Alabama,Tuscaloosa,AL,43543,5188,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
13,105100,University of Alabama,Tuscaloosa,AL,43543,200,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
14,105100,University of Alabama,Tuscaloosa,AL,43543,517303,Contract,KOREA,Korea Polar Research Institute - KO
15,105100,University of Alabama,Tuscaloosa,AL,43544,844219,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
16,105100,University of Alabama,Tuscaloosa,AL,43559,4454795,Contract,KUWAIT,Kuwait-Embassy of the State
17,105100,University of Alabama,Tuscaloosa,AL,43584,20156,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
18,105100,University of Alabama,Tuscaloosa,AL,43586,400000,Contract,ENGLAND,Springer Nature
19,105100,University of Alabama,Tuscaloosa,AL,43588,642,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
20,105100,University of Alabama,Tuscaloosa,AL,43591,2568,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
21,105100,University of Alabama,Tuscaloosa,AL,43592,312245,Contract,JAPAN,Kansai Gaidai University (KGU)
22,105100,University of Alabama,Tuscaloosa,AL,43593,15114,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
23,105100,University of Alabama,Tuscaloosa,AL,43613,92,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
24,105100,University of Alabama,Tuscaloosa,AL,43614,122911,Contract,KUWAIT,Kuwait-Embassy of the State
25,105100,University of Alabama,Tuscaloosa,AL,43614,5136,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
26,105100,University of Alabama,Tuscaloosa,AL,43615,100,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
27,105100,University of Alabama,Tuscaloosa,AL,43616,17465,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
28,105100,University of Alabama,Tuscaloosa,AL,43627,368,Contract,JAPAN,Kansai Gaidai University (KGU)
29,105100,University of Alabama,Tuscaloosa,AL,43630,15892,Contract,TURKEY,"Turkish Consulate General,"
30,105100,University of Alabama,Tuscaloosa,AL,43630,147476,Contract,TURKEY,"Turkish Consulate General,"
31,105100,University of Alabama,Tuscaloosa,AL,43630,3852,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
32,105100,University of Alabama,Tuscaloosa,AL,43630,255,Contract,TURKEY,"Turkish Consulate General,"
33,105100,University of Alabama,Tuscaloosa,AL,43635,47762,Contract,KUWAIT,Kuwait-Embassy Of The State
34,105100,University of Alabama,Tuscaloosa,AL,43647,31522,Contract,KUWAIT,Kuwait-Embassy Of The State
35,105100,University of Alabama,Tuscaloosa,AL,43655,25,Contract,TURKEY,"Turkish Consulate General,"
36,105100,University of Alabama,Tuscaloosa,AL,43676,100,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
37,105100,University of Alabama,Tuscaloosa,AL,43676,183198,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
38,105100,University of Alabama,Tuscaloosa,AL,43677,1650825,Monetary Gift,GERMANY,Mercedes-Benz US International Inc
39,105100,University of Alabama,Tuscaloosa,AL,43683,170730,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
40,105100,University of Alabama,Tuscaloosa,AL,43696,2672036,Contract,KUWAIT,Kuwait-Embassy Of The State
41,105100,University of Alabama,Tuscaloosa,AL,43705,12208,Contract,KUWAIT,Kuwait-Embassy Of The State
42,105100,University of Alabama,Tuscaloosa,AL,43706,3384,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
43,105100,University of Alabama,Tuscaloosa,AL,43708,7250,Contract,GERMANY,Daimler Purchasing Coordination Cor
44,105100,University of Alabama,Tuscaloosa,AL,43726,12308,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
45,105100,University of Alabama,Tuscaloosa,AL,43727,12248,Contract,KUWAIT,Kuwait-Embassy Of The State
46,105100,University of Alabama,Tuscaloosa,AL,43728,22254,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
47,105100,University of Alabama,Tuscaloosa,AL,43738,2195,Contract,KUWAIT,Kuwait-Embassy Of The State
48,105100,University of Alabama,Tuscaloosa,AL,43740,49724,Contract,JAPAN,Kansai Gaidai University (KGU)
49,105100,University of Alabama,Tuscaloosa,AL,43741,54760,Contract,KUWAIT,Kuwait-Embassy Of The State
50,105100,University of Alabama,Tuscaloosa,AL,43741,16921,Contract,KUWAIT,Kuwait-Embassy Of The State
51,105100,University of Alabama,Tuscaloosa,AL,43745,243616,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
52,105100,University of Alabama,Tuscaloosa,AL,43752,40700,Contract,GERMANY,Mercedes Benz US International
53,105100,University of Alabama,Tuscaloosa,AL,43756,526255,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
54,105100,University of Alabama,Tuscaloosa,AL,43759,4503,Contract,KUWAIT,Kuwait-Embassy Of The State
55,105100,University of Alabama,Tuscaloosa,AL,43762,1785707,Contract,KUWAIT,Kuwait-Embassy Of The State
56,105100,University of Alabama,Tuscaloosa,AL,43763,160938,Contract,JAPAN,Kansai Gaidai University (KGU)
57,105100,University of Alabama,Tuscaloosa,AL,43768,17890,Contract,KUWAIT,Kuwait-Embassy Of The State
58,105100,University of Alabama,Tuscaloosa,AL,43781,15698,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
59,105100,University of Alabama,Tuscaloosa,AL,43782,79489,Contract,TURKEY,"Turkish Consulate General,"
60,105100,University of Alabama,Tuscaloosa,AL,43783,20140,Contract,KUWAIT,Kuwait-Embassy Of The State
61,105100,University of Alabama,Tuscaloosa,AL,43787,2395,Contract,TURKEY,General Directorate of State Hydrua
62,105100,University of Alabama,Tuscaloosa,AL,43787,2592,Contract,TURKEY,General Directorate of State Hydrua
63,105100,University of Alabama,Tuscaloosa,AL,43794,34143,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
64,105100,University of Alabama,Tuscaloosa,AL,43796,4784428,Contract,KUWAIT,Kuwait-Embassy Of The State
65,105100,University of Alabama,Tuscaloosa,AL,43811,192137,Contract,TURKEY,"Turkish Consulate General,"
66,105200,University of Alabama at Birmingham,Birmingham,AL,43467,582,Contract,ENGLAND,Glaxo SmithKline
67,105200,University of Alabama at Birmingham,Birmingham,AL,43468,149970,Contract,SWEDEN,Gambo
68,105200,University of Alabama at Birmingham,Birmingham,AL,43472,5544,Contract,ENGLAND,Glaxo SmithKline
69,105200,University of Alabama at Birmingham,Birmingham,AL,43472,382,Contract,ENGLAND,Glaxo SmithKline
70,105200,University of Alabama at Birmingham,Birmingham,AL,43472,73500,Contract,BERMUDA,"Incysus, LTD"
71,105200,University of Alabama at Birmingham,Birmingham,AL,43472,86772,Contract,ENGLAND,Glaxo SmithKline
72,105200,University of Alabama at Birmingham,Birmingham,AL,43473,55125,Contract,BERMUDA,"Incysus, LTD"
73,105200,University of Alabama at Birmingham,Birmingham,AL,43473,1291,Contract,ENGLAND,Astex Therapeutics Ltd
74,105200,University of Alabama at Birmingham,Birmingham,AL,43474,756,Contract,ENGLAND,Glaxo SmithKline
75,105200,University of Alabama at Birmingham,Birmingham,AL,43480,12825,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
76,105200,University of Alabama at Birmingham,Birmingham,AL,43480,7330,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
77,105200,University of Alabama at Birmingham,Birmingham,AL,43480,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
78,105200,University of Alabama at Birmingham,Birmingham,AL,43480,9520,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
79,105200,University of Alabama at Birmingham,Birmingham,AL,43480,11168,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
80,105200,University of Alabama at Birmingham,Birmingham,AL,43480,12053,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
81,105200,University of Alabama at Birmingham,Birmingham,AL,43480,10252,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
82,105200,University of Alabama at Birmingham,Birmingham,AL,43480,18638,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
83,105200,University of Alabama at Birmingham,Birmingham,AL,43480,25701,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
84,105200,University of Alabama at Birmingham,Birmingham,AL,43480,10670,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
85,105200,University of Alabama at Birmingham,Birmingham,AL,43480,13600,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
86,105200,University of Alabama at Birmingham,Birmingham,AL,43482,1526,Contract,ENGLAND,Glaxo SmithKline
87,105200,University of Alabama at Birmingham,Birmingham,AL,43487,1853,Contract,AUSTRALIA,SpeeDx Pty Ltd
88,105200,University of Alabama at Birmingham,Birmingham,AL,43487,49438,Contract,AUSTRALIA,SpeeDx Pty Ltd
89,105200,University of Alabama at Birmingham,Birmingham,AL,43487,3128,Contract,ZAMBIA,Centre for Infectious Disease
90,105200,University of Alabama at Birmingham,Birmingham,AL,43493,509156,Contract,SWEDEN,Gambo
91,105200,University of Alabama at Birmingham,Birmingham,AL,43495,7517,Contract,ZAMBIA,Centre for Infectious Disease
92,105200,University of Alabama at Birmingham,Birmingham,AL,43502,794,Contract,ENGLAND,Glaxo SmithKline
93,105200,University of Alabama at Birmingham,Birmingham,AL,43502,7598,Contract,ENGLAND,Glaxo SmithKline
94,105200,University of Alabama at Birmingham,Birmingham,AL,43503,23805,Contract,ENGLAND,Glaxo SmithKline
95,105200,University of Alabama at Birmingham,Birmingham,AL,43504,74112,Contract,BERMUDA,"Incysus, LTD"
96,105200,University of Alabama at Birmingham,Birmingham,AL,43510,527,Contract,ENGLAND,Glaxo SmithKline
97,105200,University of Alabama at Birmingham,Birmingham,AL,43511,16518,Contract,ENGLAND,Glaxo SmithKline
98,105200,University of Alabama at Birmingham,Birmingham,AL,43511,94867,Contract,ENGLAND,Glaxo SmithKline
99,105200,University of Alabama at Birmingham,Birmingham,AL,43511,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
100,105200,University of Alabama at Birmingham,Birmingham,AL,43511,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
101,105200,University of Alabama at Birmingham,Birmingham,AL,43511,10998,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
102,105200,University of Alabama at Birmingham,Birmingham,AL,43511,4151,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
103,105200,University of Alabama at Birmingham,Birmingham,AL,43511,5468,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
104,105200,University of Alabama at Birmingham,Birmingham,AL,43511,11700,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
105,105200,University of Alabama at Birmingham,Birmingham,AL,43511,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
106,105200,University of Alabama at Birmingham,Birmingham,AL,43511,11313,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
107,105200,University of Alabama at Birmingham,Birmingham,AL,43511,4151,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
108,105200,University of Alabama at Birmingham,Birmingham,AL,43511,3911,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
109,105200,University of Alabama at Birmingham,Birmingham,AL,43511,2784,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
110,105200,University of Alabama at Birmingham,Birmingham,AL,43511,6440,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
111,105200,University of Alabama at Birmingham,Birmingham,AL,43511,7577,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
112,105200,University of Alabama at Birmingham,Birmingham,AL,43511,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
113,105200,University of Alabama at Birmingham,Birmingham,AL,43511,3240,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
114,105200,University of Alabama at Birmingham,Birmingham,AL,43511,2834,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
115,105200,University of Alabama at Birmingham,Birmingham,AL,43511,18740,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
116,105200,University of Alabama at Birmingham,Birmingham,AL,43511,11666,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
117,105200,University of Alabama at Birmingham,Birmingham,AL,43518,1652,Contract,ENGLAND,Glaxo SmithKline
118,105200,University of Alabama at Birmingham,Birmingham,AL,43523,6149,Contract,AUSTRALIA,SpeeDx Pty Ltd
119,105200,University of Alabama at Birmingham,Birmingham,AL,43523,56405,Contract,AUSTRALIA,SpeeDx Pty Ltd
120,105200,University of Alabama at Birmingham,Birmingham,AL,43523,93837,Contract,ENGLAND,Astex Therapeutics Ltd
121,105200,University of Alabama at Birmingham,Birmingham,AL,43524,3053,Contract,ENGLAND,Glaxo SmithKline
122,105200,University of Alabama at Birmingham,Birmingham,AL,43528,1134,Contract,ZAMBIA,Centre for Infectious Disease
123,105200,University of Alabama at Birmingham,Birmingham,AL,43529,147143,Contract,SOUTH AFRICA,University of Cape Town
124,105200,University of Alabama at Birmingham,Birmingham,AL,43530,24274,Contract,ZAMBIA,Centre for Infectious Disease
125,105200,University of Alabama at Birmingham,Birmingham,AL,43532,776,Contract,ENGLAND,Glaxo SmithKline
126,105200,University of Alabama at Birmingham,Birmingham,AL,43535,1134,Contract,ZAMBIA,Centre for Infectious Disease
127,105200,University of Alabama at Birmingham,Birmingham,AL,43543,12581,Contract,ENGLAND,Glaxo SmithKline
128,105200,University of Alabama at Birmingham,Birmingham,AL,43543,2028,Contract,ENGLAND,Glaxo SmithKline
129,105200,University of Alabama at Birmingham,Birmingham,AL,43543,7932,Contract,ZAMBIA,Centre for Infectious Disease
130,105200,University of Alabama at Birmingham,Birmingham,AL,43552,230000,Contract,JAPAN,Japan Tobacco Inc
131,105200,University of Alabama at Birmingham,Birmingham,AL,43552,4507,Contract,ENGLAND,Glaxo SmithKline
132,105200,University of Alabama at Birmingham,Birmingham,AL,43553,15163,Contract,ENGLAND,Astex Therapeutics Ltd
133,105200,University of Alabama at Birmingham,Birmingham,AL,43559,46613,Contract,AUSTRALIA,SpeeDx Pty Ltd
134,105200,University of Alabama at Birmingham,Birmingham,AL,43560,8002,Contract,AUSTRALIA,SpeeDx Pty Ltd
135,105200,University of Alabama at Birmingham,Birmingham,AL,43560,1549,Contract,ENGLAND,Astex Therapeutics Ltd
136,105200,University of Alabama at Birmingham,Birmingham,AL,43564,397801,Contract,ENGLAND,Glaxo SmithKline
137,105200,University of Alabama at Birmingham,Birmingham,AL,43567,38861,Contract,SOUTH AFRICA,University of Cape Town
138,105200,University of Alabama at Birmingham,Birmingham,AL,43570,3008,Contract,ENGLAND,Glaxo SmithKline
139,105200,University of Alabama at Birmingham,Birmingham,AL,43571,2950,Contract,ENGLAND,Glaxo SmithKline
140,105200,University of Alabama at Birmingham,Birmingham,AL,43571,100000,Contract,JAPAN,Japan Tobacco Inc
141,105200,University of Alabama at Birmingham,Birmingham,AL,43571,50280,Contract,ENGLAND,Glaxo SmithKline
142,105200,University of Alabama at Birmingham,Birmingham,AL,43571,9785,Contract,ENGLAND,Glaxo SmithKline
143,105200,University of Alabama at Birmingham,Birmingham,AL,43580,11722,Contract,ENGLAND,Astex Therapeutics Ltd
144,105200,University of Alabama at Birmingham,Birmingham,AL,43581,22934,Contract,ZAMBIA,Centre for Infectious Disease
145,105200,University of Alabama at Birmingham,Birmingham,AL,43585,32760,Contract,ENGLAND,Glaxo SmithKline
146,105200,University of Alabama at Birmingham,Birmingham,AL,43585,4090,Contract,ENGLAND,Glaxo SmithKline
147,105200,University of Alabama at Birmingham,Birmingham,AL,43585,1134,Contract,ZAMBIA,Centre for Infectious Disease
148,105200,University of Alabama at Birmingham,Birmingham,AL,43586,14700,Contract,BERMUDA,"Incysus, LTD"
149,105200,University of Alabama at Birmingham,Birmingham,AL,43586,55125,Contract,BERMUDA,"Incysus, LTD"
150,105200,University of Alabama at Birmingham,Birmingham,AL,43587,4032,Contract,ENGLAND,Glaxo SmithKline
151,105200,University of Alabama at Birmingham,Birmingham,AL,43591,8098,Contract,ENGLAND,Glaxo SmithKline
152,105200,University of Alabama at Birmingham,Birmingham,AL,43592,5325,Contract,ENGLAND,Glaxo SmithKline
153,105200,University of Alabama at Birmingham,Birmingham,AL,43592,195,Contract,ENGLAND,Glaxo SmithKline
154,105200,University of Alabama at Birmingham,Birmingham,AL,43594,100437,Contract,ENGLAND,Glaxo SmithKline
155,105200,University of Alabama at Birmingham,Birmingham,AL,43604,18267,Contract,ENGLAND,Astex Therapeutics Ltd
156,105200,University of Alabama at Birmingham,Birmingham,AL,43605,195260,Contract,ENGLAND,Glaxo SmithKline
157,105200,University of Alabama at Birmingham,Birmingham,AL,43607,2950,Contract,ENGLAND,Glaxo SmithKline
158,105200,University of Alabama at Birmingham,Birmingham,AL,43608,9367,Contract,AUSTRALIA,SpeeDx Pty Ltd
159,105200,University of Alabama at Birmingham,Birmingham,AL,43614,16661,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
160,105200,University of Alabama at Birmingham,Birmingham,AL,43614,17271,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
161,105200,University of Alabama at Birmingham,Birmingham,AL,43614,12325,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
162,105200,University of Alabama at Birmingham,Birmingham,AL,43614,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
163,105200,University of Alabama at Birmingham,Birmingham,AL,43614,27756,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
164,105200,University of Alabama at Birmingham,Birmingham,AL,43614,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
165,105200,University of Alabama at Birmingham,Birmingham,AL,43614,3300,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
166,105200,University of Alabama at Birmingham,Birmingham,AL,43614,17877,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
167,105200,University of Alabama at Birmingham,Birmingham,AL,43614,10016,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
168,105200,University of Alabama at Birmingham,Birmingham,AL,43614,9032,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
169,105200,University of Alabama at Birmingham,Birmingham,AL,43614,13182,Contract,AUSTRALIA,SpeeDx Pty Ltd
170,105200,University of Alabama at Birmingham,Birmingham,AL,43614,51168,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
171,105200,University of Alabama at Birmingham,Birmingham,AL,43614,12129,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
172,105200,University of Alabama at Birmingham,Birmingham,AL,43614,22000,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
173,105200,University of Alabama at Birmingham,Birmingham,AL,43614,4260,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
174,105200,University of Alabama at Birmingham,Birmingham,AL,43614,22539,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
175,105200,University of Alabama at Birmingham,Birmingham,AL,43614,13270,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
176,105200,University of Alabama at Birmingham,Birmingham,AL,43614,13711,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
177,105200,University of Alabama at Birmingham,Birmingham,AL,43614,34010,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
178,105200,University of Alabama at Birmingham,Birmingham,AL,43614,17677,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
179,105200,University of Alabama at Birmingham,Birmingham,AL,43614,10400,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
180,105200,University of Alabama at Birmingham,Birmingham,AL,43614,1070,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
181,105200,University of Alabama at Birmingham,Birmingham,AL,43614,11308,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
182,105200,University of Alabama at Birmingham,Birmingham,AL,43614,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
183,105200,University of Alabama at Birmingham,Birmingham,AL,43614,42934,Contract,AUSTRALIA,SpeeDx Pty Ltd
184,105200,University of Alabama at Birmingham,Birmingham,AL,43614,9378,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
185,105200,University of Alabama at Birmingham,Birmingham,AL,43614,10020,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
186,105200,University of Alabama at Birmingham,Birmingham,AL,43614,9420,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
187,105200,University of Alabama at Birmingham,Birmingham,AL,43614,12740,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
188,105200,University of Alabama at Birmingham,Birmingham,AL,43614,11108,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
189,105200,University of Alabama at Birmingham,Birmingham,AL,43614,10437,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
190,105200,University of Alabama at Birmingham,Birmingham,AL,43614,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
191,105200,University of Alabama at Birmingham,Birmingham,AL,43614,23242,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
192,105200,University of Alabama at Birmingham,Birmingham,AL,43614,12605,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
193,105200,University of Alabama at Birmingham,Birmingham,AL,43614,7882,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
194,105200,University of Alabama at Birmingham,Birmingham,AL,43619,2290,Contract,ENGLAND,Glaxo SmithKline
195,105200,University of Alabama at Birmingham,Birmingham,AL,43627,17204,Contract,ENGLAND,Glaxo SmithKline
196,105200,University of Alabama at Birmingham,Birmingham,AL,43630,11388,Contract,OMAN,Embassy of Oman
197,105200,University of Alabama at Birmingham,Birmingham,AL,43630,10252,Contract,OMAN,Embassy of Oman
198,105200,University of Alabama at Birmingham,Birmingham,AL,43630,11894,Contract,OMAN,Embassy of Oman
199,105200,University of Alabama at Birmingham,Birmingham,AL,43630,9977,Contract,OMAN,Embassy of Oman
200,105200,University of Alabama at Birmingham,Birmingham,AL,43630,12059,Contract,OMAN,Embassy of Oman
201,105200,University of Alabama at Birmingham,Birmingham,AL,43630,11969,Contract,OMAN,Embassy of Oman
202,105200,University of Alabama at Birmingham,Birmingham,AL,43630,10077,Contract,OMAN,Embassy of Oman
203,105200,University of Alabama at Birmingham,Birmingham,AL,43630,48707,Contract,OMAN,Embassy of Oman
204,105200,University of Alabama at Birmingham,Birmingham,AL,43630,31791,Contract,OMAN,Embassy of Oman
205,105200,University of Alabama at Birmingham,Birmingham,AL,43630,11098,Contract,OMAN,Embassy of Oman
206,105200,University of Alabama at Birmingham,Birmingham,AL,43630,25850,Contract,OMAN,Embassy of Oman
207,105200,University of Alabama at Birmingham,Birmingham,AL,43630,37549,Contract,OMAN,Embassy of Oman
208,105200,University of Alabama at Birmingham,Birmingham,AL,43630,12440,Contract,OMAN,Embassy of Oman
209,105200,University of Alabama at Birmingham,Birmingham,AL,43630,14903,Contract,OMAN,Embassy of Oman
210,105200,University of Alabama at Birmingham,Birmingham,AL,43630,24138,Contract,OMAN,Embassy of Oman
211,105200,University of Alabama at Birmingham,Birmingham,AL,43637,14404,Contract,AUSTRALIA,SpeeDx Pty Ltd
212,105200,University of Alabama at Birmingham,Birmingham,AL,43637,58250,Contract,AUSTRALIA,SpeeDx Pty Ltd
213,105200,University of Alabama at Birmingham,Birmingham,AL,43641,321,Contract,ENGLAND,Glaxo SmithKline
214,105200,University of Alabama at Birmingham,Birmingham,AL,43643,277685,Contract,ENGLAND,Glaxo SmithKline
215,105200,University of Alabama at Birmingham,Birmingham,AL,43644,3053,Contract,ENGLAND,Glaxo SmithKline
216,105200,University of Alabama at Birmingham,Birmingham,AL,43654,39028,Contract,ENGLAND,Astex Therapeutics Ltd
217,105200,University of Alabama at Birmingham,Birmingham,AL,43654,23876,Contract,ENGLAND,Glaxo SmithKline
218,105200,University of Alabama at Birmingham,Birmingham,AL,43655,3682,Contract,ENGLAND,Glaxo SmithKline
219,105200,University of Alabama at Birmingham,Birmingham,AL,43657,2660,Contract,ZAMBIA,Centre for Infectious Disease
220,105200,University of Alabama at Birmingham,Birmingham,AL,43658,325,Contract,ENGLAND,Glaxo SmithKline
221,105200,University of Alabama at Birmingham,Birmingham,AL,43669,100000,Contract,JAPAN,Japan Tobacco Inc
222,105200,University of Alabama at Birmingham,Birmingham,AL,43669,138012,Contract,ENGLAND,Glaxo SmithKline
223,105200,University of Alabama at Birmingham,Birmingham,AL,43670,49026,Contract,AUSTRALIA,Speedx Pty Ltd
224,105200,University of Alabama at Birmingham,Birmingham,AL,43670,19039,Contract,AUSTRALIA,Speedx Pty Ltd
225,105200,University of Alabama at Birmingham,Birmingham,AL,43671,2981,Contract,ENGLAND,Glaxo SmithKline
226,105200,University of Alabama at Birmingham,Birmingham,AL,43675,630,Contract,ENGLAND,Glaxo SmithKline
227,105200,University of Alabama at Birmingham,Birmingham,AL,43676,423097,Contract,ENGLAND,Glaxo SmithKline
228,105200,University of Alabama at Birmingham,Birmingham,AL,43677,9707,Contract,ENGLAND,Glaxo SmithKline
229,105200,University of Alabama at Birmingham,Birmingham,AL,43678,28324,Contract,ENGLAND,Glaxo SmithKline
230,105200,University of Alabama at Birmingham,Birmingham,AL,43678,60165,Contract,ENGLAND,Glaxo SmithKline
231,105200,University of Alabama at Birmingham,Birmingham,AL,43684,3128,Contract,ENGLAND,Astex Therapeutics Ltd
232,105200,University of Alabama at Birmingham,Birmingham,AL,43684,14852,Contract,ENGLAND,Astex Therapeutics Ltd
233,105200,University of Alabama at Birmingham,Birmingham,AL,43684,78,Contract,ENGLAND,Glaxo SmithKline
234,105200,University of Alabama at Birmingham,Birmingham,AL,43690,50294,Contract,AUSTRALIA,Speedx Pty Ltd
235,105200,University of Alabama at Birmingham,Birmingham,AL,43690,17771,Contract,AUSTRALIA,Speedx Pty Ltd
236,105200,University of Alabama at Birmingham,Birmingham,AL,43693,260,Contract,ENGLAND,Glaxo SmithKline
237,105200,University of Alabama at Birmingham,Birmingham,AL,43698,4090,Contract,ENGLAND,Glaxo SmithKline
238,105200,University of Alabama at Birmingham,Birmingham,AL,43714,3530,Contract,ZAMBIA,Centre for Infectious Disease
239,105200,University of Alabama at Birmingham,Birmingham,AL,43717,2901,Contract,ENGLAND,Glaxo SmithKline
240,105200,University of Alabama at Birmingham,Birmingham,AL,43720,2836,Contract,ZAMBIA,Centre for Infectious Disease
